profile_id,portfolio_id,rank,match_score,reasoning
544,48,2,1.5168,"This Very Low risk portfolio is recommended due to Profile 544's 36-45 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
544,10,3,1.4518,"This Very Low risk portfolio is recommended due to Profile 544's 36-45 age, 25001-50000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
545,3,1,1.5341,"This Very Low risk portfolio is recommended due to Profile 545's 46-55 age, 250001-1000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
545,48,2,1.5218,"This Very Low risk portfolio is recommended due to Profile 545's 46-55 age, 250001-1000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
545,10,3,1.4568,"This Very Low risk portfolio is recommended due to Profile 545's 46-55 age, 250001-1000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
546,4,1,2.4111,"Given Profile 546's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
546,29,2,2.3794,"Given Profile 546's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
546,39,3,2.3794,"Given Profile 546's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
547,4,1,2.4216,"Given Profile 547's 18-25 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 20-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
547,29,2,2.3899,"Given Profile 547's 18-25 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 20-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
547,39,3,2.3898,"Given Profile 547's 18-25 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 20-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
548,3,1,1.7359,"This Very Low risk portfolio is recommended due to Profile 548's 56-65 age, 50001-100000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 9-year investment horizon."
548,48,2,1.7199,"This Very Low risk portfolio is recommended due to Profile 548's 56-65 age, 50001-100000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 9-year investment horizon."
548,15,3,1.631,"For Profile 548 in the 56-65 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 9-year timeframe. Their moderate risk tolerance and moderate liquidity needs are well-addressed."
549,4,1,2.1241,"Given Profile 549's 56-65 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 9-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
549,29,2,2.0924,"Given Profile 549's 56-65 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 9-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
549,39,3,2.0924,"Given Profile 549's 56-65 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 9-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
550,15,1,1.8866,"For Profile 550 in the 56-65 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 15-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
550,30,2,1.8614,"For Profile 550 in the 56-65 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 15-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
550,43,3,1.8603,"For Profile 550 in the 56-65 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 15-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
551,4,1,2.0915,"Given Profile 551's 36-45 age, 100001-250000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 22-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
551,29,2,2.067,"Given Profile 551's 36-45 age, 100001-250000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 22-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
551,39,3,2.0664,"Given Profile 551's 36-45 age, 100001-250000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 22-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
552,4,1,2.4421,"Given Profile 552's 36-45 age, 100001-250000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 25-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
552,29,2,2.4104,"Given Profile 552's 36-45 age, 100001-250000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 25-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
552,39,3,2.4104,"Given Profile 552's 36-45 age, 100001-250000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 25-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
553,4,1,2.1102,"Given Profile 553's 18-25 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 40-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
553,29,2,2.0857,"Given Profile 553's 18-25 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 40-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
553,39,3,2.0851,"Given Profile 553's 18-25 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 40-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
554,4,1,2.114,"Given Profile 554's 26-35 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 32-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
554,29,2,2.0895,"Given Profile 554's 26-35 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 32-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
554,39,3,2.0889,"Given Profile 554's 26-35 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 32-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
555,4,1,2.0821,"Given Profile 555's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 31-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
555,29,2,2.0576,"Given Profile 555's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 31-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
555,39,3,2.057,"Given Profile 555's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 31-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
556,4,1,2.2546,"Given Profile 556's 46-55 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
556,29,2,2.2229,"Given Profile 556's 46-55 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
556,39,3,2.2228,"Given Profile 556's 46-55 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
557,4,1,2.1042,"Given Profile 557's 56-65 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 7-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
557,29,2,2.0726,"Given Profile 557's 56-65 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 7-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
557,39,3,2.0725,"Given Profile 557's 56-65 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 7-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
558,3,1,1.488,"This Very Low risk portfolio is recommended due to Profile 558's 36-45 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
558,48,2,1.4757,"This Very Low risk portfolio is recommended due to Profile 558's 36-45 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
558,10,3,1.4107,"This Very Low risk portfolio is recommended due to Profile 558's 36-45 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
559,3,1,1.7343,"This Very Low risk portfolio is recommended due to Profile 559's 66+ age, 100001-250000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
559,48,2,1.7183,"This Very Low risk portfolio is recommended due to Profile 559's 66+ age, 100001-250000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
559,15,3,1.6325,"For Profile 559 in the 66+ age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 6-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
560,3,1,1.7156,"This Very Low risk portfolio is recommended due to Profile 560's 56-65 age, 25001-50000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
560,48,2,1.6996,"This Very Low risk portfolio is recommended due to Profile 560's 56-65 age, 25001-50000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
560,15,3,1.6513,"For Profile 560 in the 56-65 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 5-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
561,4,1,2.0902,"Given Profile 561's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 31-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
561,29,2,2.0657,"Given Profile 561's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 31-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
561,39,3,2.0652,"Given Profile 561's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 31-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
562,4,1,2.2342,"Given Profile 562's 56-65 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 13-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
562,29,2,2.2026,"Given Profile 562's 56-65 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 13-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
562,39,3,2.2025,"Given Profile 562's 56-65 age, 25001-50000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 13-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
563,4,1,2.0994,"Given Profile 563's 18-25 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 45-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
563,29,2,2.0749,"Given Profile 563's 18-25 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 45-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
563,39,3,2.0743,"Given Profile 563's 18-25 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 45-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
564,4,1,2.2448,"Given Profile 564's 56-65 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 12-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
564,29,2,2.2131,"Given Profile 564's 56-65 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 12-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
564,39,3,2.213,"Given Profile 564's 56-65 age, 50001-100000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 12-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
565,15,1,1.91,"For Profile 565 in the 46-55 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 11-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
565,30,2,1.8848,"For Profile 565 in the 46-55 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 11-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
565,43,3,1.8837,"For Profile 565 in the 46-55 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 11-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
566,15,1,1.6679,"For Profile 566 in the 56-65 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
566,30,2,1.6501,"For Profile 566 in the 56-65 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
566,43,3,1.6495,"For Profile 566 in the 56-65 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
567,15,1,1.6918,"For Profile 567 in the 46-55 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
567,30,2,1.674,"For Profile 567 in the 46-55 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
567,43,3,1.6734,"For Profile 567 in the 46-55 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
568,4,1,2.4285,"Given Profile 568's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 30-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
568,29,2,2.3968,"Given Profile 568's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 30-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
568,39,3,2.3968,"Given Profile 568's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 30-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
569,3,1,1.493,"This Very Low risk portfolio is recommended due to Profile 569's 26-35 age, 0-25000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
569,48,2,1.4807,"This Very Low risk portfolio is recommended due to Profile 569's 26-35 age, 0-25000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
569,10,3,1.4157,"This Very Low risk portfolio is recommended due to Profile 569's 26-35 age, 0-25000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
570,15,1,1.7086,"For Profile 570 in the 46-55 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 12-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
570,30,2,1.6908,"For Profile 570 in the 46-55 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 12-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
570,43,3,1.6902,"For Profile 570 in the 46-55 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 12-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
571,15,1,1.6661,"For Profile 571 in the 46-55 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 16-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
571,30,2,1.6483,"For Profile 571 in the 46-55 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 16-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
571,43,3,1.6477,"For Profile 571 in the 46-55 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 16-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
572,3,1,1.5393,"This Very Low risk portfolio is recommended due to Profile 572's 36-45 age, 1000001-5000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
572,48,2,1.5271,"This Very Low risk portfolio is recommended due to Profile 572's 36-45 age, 1000001-5000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
572,10,3,1.462,"This Very Low risk portfolio is recommended due to Profile 572's 36-45 age, 1000001-5000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
573,3,1,1.7587,"This Very Low risk portfolio is recommended due to Profile 573's 66+ age, 0-25000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
573,48,2,1.7427,"This Very Low risk portfolio is recommended due to Profile 573's 66+ age, 0-25000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
573,10,3,1.6188,"This Very Low risk portfolio is recommended due to Profile 573's 66+ age, 0-25000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
574,3,1,1.7345,"This Very Low risk portfolio is recommended due to Profile 574's 56-65 age, 100001-250000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
574,48,2,1.7185,"This Very Low risk portfolio is recommended due to Profile 574's 56-65 age, 100001-250000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
574,15,3,1.6323,"For Profile 574 in the 56-65 age range with 100001-250000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 5-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
575,4,1,2.4299,"Given Profile 575's 46-55 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 29-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
575,29,2,2.3982,"Given Profile 575's 46-55 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 29-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
575,39,3,2.3982,"Given Profile 575's 46-55 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 29-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
576,4,1,2.4276,"Given Profile 576's 36-45 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 23-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
576,29,2,2.3959,"Given Profile 576's 36-45 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 23-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
576,39,3,2.3958,"Given Profile 576's 36-45 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 23-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
577,4,1,2.27,"Given Profile 577's 66+ age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
577,29,2,2.2384,"Given Profile 577's 66+ age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
577,39,3,2.2383,"Given Profile 577's 66+ age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
578,4,1,2.1262,"Given Profile 578's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 33-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
578,29,2,2.1017,"Given Profile 578's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 33-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
578,39,3,2.1012,"Given Profile 578's 26-35 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 33-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
579,4,1,2.2689,"Given Profile 579's 56-65 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
579,29,2,2.2372,"Given Profile 579's 56-65 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
579,39,3,2.2372,"Given Profile 579's 56-65 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
580,15,1,1.8764,"For Profile 580 in the 46-55 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 15-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
580,30,2,1.8512,"For Profile 580 in the 46-55 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 15-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
580,43,3,1.8501,"For Profile 580 in the 46-55 age range with 50001-100000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 15-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
581,3,1,1.5149,"This Very Low risk portfolio is recommended due to Profile 581's 36-45 age, 1000001-5000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
581,48,2,1.5027,"This Very Low risk portfolio is recommended due to Profile 581's 36-45 age, 1000001-5000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
581,10,3,1.4376,"This Very Low risk portfolio is recommended due to Profile 581's 36-45 age, 1000001-5000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
582,4,1,2.3019,"Given Profile 582's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 13-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
582,29,2,2.2702,"Given Profile 582's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 13-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
582,39,3,2.2702,"Given Profile 582's 26-35 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 13-year investment horizon for Income Generation, the higher volatility is acceptable given the potential for greater returns."
583,3,1,1.5181,"This Very Low risk portfolio is recommended due to Profile 583's 36-45 age, 50001-100000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
583,48,2,1.5059,"This Very Low risk portfolio is recommended due to Profile 583's 36-45 age, 50001-100000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
583,10,3,1.4408,"This Very Low risk portfolio is recommended due to Profile 583's 36-45 age, 50001-100000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 6-year investment horizon."
584,3,1,1.5608,"This Very Low risk portfolio is recommended due to Profile 584's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
584,48,2,1.5485,"This Very Low risk portfolio is recommended due to Profile 584's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
584,10,3,1.4835,"This Very Low risk portfolio is recommended due to Profile 584's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 8-year investment horizon."
585,15,1,1.8637,"For Profile 585 in the 66+ age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Retirement goal over a 10-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
585,30,2,1.8386,"For Profile 585 in the 66+ age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 10-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
585,43,3,1.8374,"For Profile 585 in the 66+ age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Retirement goal over a 10-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
586,3,1,1.5657,"This Very Low risk portfolio is recommended due to Profile 586's 56-65 age, 50001-100000 income, and high liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
586,48,2,1.5535,"This Very Low risk portfolio is recommended due to Profile 586's 56-65 age, 50001-100000 income, and high liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
586,10,3,1.4884,"This Very Low risk portfolio is recommended due to Profile 586's 56-65 age, 50001-100000 income, and high liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
587,15,1,1.6989,"For Profile 587 in the 46-55 age range with 1000001-5000000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
587,30,2,1.6811,"For Profile 587 in the 46-55 age range with 1000001-5000000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
587,43,3,1.6805,"For Profile 587 in the 46-55 age range with 1000001-5000000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 17-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
