profile_id,age_group,income,income_bracket,education,job_sector,risk_tolerance,investment_goal,investment_horizon,liquidity_needs
709,36-45,99342,50001-100000,Bachelor,Retail,0.43,Home Purchase,5,0.34
710,36-45,18666,0-25000,Associate,Retail,0.27,Home Purchase,5,0.35
711,26-35,672057,250001-1000000,Master,Finance,0.75,Education,6,0.66
712,26-35,52867,50001-100000,Bachelor,Healthcare,0.79,Wealth Building,10,0.49
713,26-35,63260,50001-100000,Bachelor,Entertainment,0.62,Home Purchase,3,0.42
714,56-65,25695,25001-50000,High School,Healthcare,0.33,Retirement,5,0.34
715,26-35,34400,25001-50000,Master,Finance,0.38,Retirement,29,0.35
716,66+,2778,0-25000,Associate,Education,0.28,Wealth Building,7,0.82
717,36-45,68810,50001-100000,High School,Construction,0.71,Retirement,17,0.48
718,56-65,14637,0-25000,Associate,Retail,0.1,Income Generation,9,0.36
719,26-35,12616,0-25000,High School,Retail,0.49,Income Generation,17,0.43
720,36-45,41142,25001-50000,Master,Finance,0.48,Home Purchase,4,0.8
721,66+,312472,250001-1000000,Bachelor,Manufacturing,0.42,Home Purchase,9,0.1
722,18-25,4515,0-25000,Associate,Healthcare,0.71,Education,16,0.26
723,56-65,44462,25001-50000,High School,Finance,0.41,Retirement,12,0.7
724,36-45,69629,50001-100000,Bachelor,Education,0.55,Retirement,15,0.35
725,46-55,726365,250001-1000000,Master,Government,0.45,Education,9,0.55
726,56-65,1524848,1000001-5000000,Bachelor,Technology,0.25,Income Generation,14,0.24
727,26-35,74935,50001-100000,Master,Manufacturing,0.43,Retirement,30,0.23
728,26-35,27141,25001-50000,High School,Construction,0.37,Income Generation,17,0.49
729,18-25,111975,100001-250000,Associate,Healthcare,0.8,Education,16,0.31
730,36-45,71714,50001-100000,Bachelor,Technology,0.55,Home Purchase,10,0.55
731,56-65,4965,0-25000,High School,Retail,0.45,Retirement,15,0.17
732,46-55,3103947,1000001-5000000,Master,Finance,0.63,Wealth Building,20,0.11
733,56-65,291957,250001-1000000,Master,Healthcare,0.2,Retirement,14,0.37
734,56-65,137388,100001-250000,Bachelor,Retail,0.37,Retirement,7,0.1
735,26-35,27331,25001-50000,Bachelor,Healthcare,0.48,Wealth Building,30,0.69
736,36-45,34393,25001-50000,Master,Construction,0.3,Wealth Building,20,0.35
737,56-65,33613,25001-50000,PhD,Technology,0.61,Home Purchase,4,0.39
738,26-35,27392,25001-50000,Master,Retail,0.42,Home Purchase,4,0.54
739,36-45,35397,25001-50000,Bachelor,Healthcare,0.51,Home Purchase,5,0.28
740,46-55,4247254,1000001-5000000,PhD,Healthcare,0.44,Retirement,20,0.22
741,18-25,4644,0-25000,High School,Manufacturing,0.9,Home Purchase,5,0.66
742,36-45,143132,100001-250000,PhD,Healthcare,0.53,Income Generation,23,0.23
743,46-55,25326,25001-50000,Master,Healthcare,0.53,Retirement,10,0.28
744,18-25,10368,0-25000,Master,Retail,0.54,Home Purchase,10,0.58
745,66+,24435,0-25000,High School,Retail,0.11,Education,15,0.52
746,36-45,104245,100001-250000,Bachelor,Manufacturing,0.28,Income Generation,23,0.31
747,66+,42144,25001-50000,Associate,Construction,0.26,Home Purchase,9,0.25
748,46-55,78672,50001-100000,Bachelor,Construction,0.57,Home Purchase,10,0.4
749,26-35,77568,50001-100000,Bachelor,Manufacturing,0.68,Wealth Building,24,0.28
750,36-45,98573,50001-100000,Master,Government,0.47,Wealth Building,19,0.37
751,18-25,684695,250001-1000000,High School,Education,0.75,Wealth Building,20,0.52
752,26-35,212487,100001-250000,Master,Construction,0.54,Retirement,33,0.12
753,46-55,49975,25001-50000,Associate,Manufacturing,0.19,Home Purchase,5,0.33
754,56-65,14867,0-25000,Associate,Education,0.36,Retirement,11,0.7
755,56-65,4711,0-25000,Associate,Retail,0.12,Home Purchase,5,0.29
756,36-45,31815,25001-50000,Bachelor,Technology,0.39,Income Generation,15,0.26
757,26-35,52062,50001-100000,Associate,Finance,0.42,Home Purchase,3,0.42
758,18-25,11956,0-25000,High School,Manufacturing,0.24,Income Generation,18,0.43
759,46-55,23202,0-25000,High School,Government,0.35,Education,9,0.23
760,66+,173685,100001-250000,Associate,Education,0.34,Retirement,9,0.52
761,46-55,70890,50001-100000,Bachelor,Education,0.43,Home Purchase,10,0.41
762,66+,21138,0-25000,Associate,Manufacturing,0.24,Retirement,8,0.35
763,56-65,10439,0-25000,Associate,Education,0.34,Retirement,11,0.43
764,26-35,18381,0-25000,Associate,Construction,0.63,Wealth Building,20,0.6
765,36-45,16185,0-25000,PhD,Retail,0.32,Education,8,0.53
766,66+,87733,50001-100000,Master,Healthcare,0.46,Wealth Building,13,0.68
767,26-35,24696,0-25000,High School,Government,0.45,Retirement,32,0.34
768,26-35,51920,50001-100000,Master,Technology,0.59,Retirement,33,0.53
769,18-25,129047,100001-250000,Bachelor,Technology,0.8,Education,7,0.37
770,46-55,29850,25001-50000,Master,Agriculture,0.36,Retirement,13,0.51
771,56-65,2350195,1000001-5000000,Master,Technology,0.65,Education,15,0.51
772,66+,54925,50001-100000,High School,Technology,0.19,Retirement,8,0.5
773,56-65,30047,25001-50000,High School,Technology,0.49,Home Purchase,6,0.54
774,56-65,5380,0-25000,Master,Retail,0.14,Retirement,8,0.27
775,56-65,15605,0-25000,High School,Manufacturing,0.28,Home Purchase,8,0.34
776,26-35,21254,0-25000,Bachelor,Education,0.37,Retirement,32,0.51
777,66+,8157,0-25000,High School,Healthcare,0.1,Retirement,7,0.31
778,36-45,75685,50001-100000,Associate,Government,0.54,Retirement,20,0.52
779,18-25,101,0-25000,Associate,Government,0.5,Income Generation,17,0.23
780,66+,10884,0-25000,High School,Technology,0.24,Retirement,4,0.15
781,66+,11539,0-25000,Associate,Retail,0.19,Wealth Building,14,0.57
782,18-25,16487,0-25000,High School,Healthcare,0.31,Home Purchase,7,0.56
783,36-45,36555,25001-50000,Associate,Education,0.74,Wealth Building,25,0.13
784,26-35,51359,50001-100000,Bachelor,Healthcare,0.7,Retirement,31,0.26
785,56-65,12379,0-25000,Master,Construction,0.1,Home Purchase,8,0.66
786,36-45,34053,25001-50000,High School,Education,0.31,Education,14,0.45
787,36-45,29923,25001-50000,Associate,Manufacturing,0.26,Retirement,15,0.43
788,26-35,132358,100001-250000,Bachelor,Healthcare,0.42,Retirement,35,0.62
789,36-45,997842,250001-1000000,PhD,Technology,0.53,Retirement,20,0.1
790,66+,38079,25001-50000,High School,Healthcare,0.19,Home Purchase,8,0.54
791,26-35,165542,100001-250000,Master,Healthcare,0.28,Home Purchase,5,0.1
792,36-45,29542,25001-50000,Bachelor,Education,0.51,Education,11,0.67
793,66+,277706,250001-1000000,Bachelor,Education,0.38,Retirement,8,0.1
794,18-25,69225,50001-100000,Master,Technology,0.64,Wealth Building,26,0.39
795,18-25,21295,0-25000,Associate,Entertainment,0.56,Wealth Building,13,0.69
796,46-55,53475,50001-100000,Bachelor,Manufacturing,0.69,Retirement,14,0.61
797,18-25,2200,0-25000,Associate,Healthcare,0.38,Home Purchase,10,0.12
798,66+,15850,0-25000,Bachelor,Entertainment,0.34,Wealth Building,15,0.55
799,26-35,62112,50001-100000,Bachelor,Healthcare,0.51,Retirement,29,0.34
800,46-55,74074,50001-100000,Associate,Retail,0.22,Education,9,0.37
801,18-25,9920,0-25000,Associate,Retail,0.35,Education,12,0.68
802,26-35,5187,0-25000,Bachelor,Retail,0.34,Education,7,0.56
803,36-45,72236,50001-100000,Master,Technology,0.68,Income Generation,12,0.7
804,46-55,40459,25001-50000,Associate,Retail,0.38,Retirement,19,0.63
805,18-25,76462,50001-100000,High School,Retail,0.33,Home Purchase,8,0.7
806,56-65,5701,0-25000,High School,Agriculture,0.42,Education,18,0.32
807,46-55,20886,0-25000,High School,Manufacturing,0.33,Retirement,16,0.31
808,18-25,93822,50001-100000,High School,Technology,0.66,Education,13,0.39
809,36-45,81047,50001-100000,Associate,Entertainment,0.4,Wealth Building,28,0.34
810,46-55,19709,0-25000,High School,Entertainment,0.1,Education,6,0.61
811,46-55,17511,0-25000,Bachelor,Construction,0.37,Retirement,19,0.41
812,18-25,982,0-25000,High School,Education,0.32,Income Generation,11,0.43
813,56-65,889634,250001-1000000,Master,Technology,0.46,Retirement,12,0.46
814,36-45,1166,0-25000,High School,Manufacturing,0.37,Wealth Building,17,0.87
815,46-55,37432,25001-50000,Bachelor,Manufacturing,0.47,Education,6,0.29
816,46-55,2542282,1000001-5000000,Bachelor,Government,0.38,Retirement,18,0.13
817,56-65,11457,0-25000,Bachelor,Agriculture,0.16,Wealth Building,15,0.35
818,46-55,41218,25001-50000,Master,Entertainment,0.56,Education,17,0.55
819,26-35,8766,0-25000,Associate,Healthcare,0.39,Income Generation,25,0.43
820,18-25,17071,0-25000,Associate,Education,0.33,Retirement,42,0.57
821,66+,16348,0-25000,High School,Retail,0.22,Education,5,0.39
822,18-25,84898,50001-100000,Associate,Education,0.5,Home Purchase,7,0.6
823,56-65,189377,100001-250000,Master,Retail,0.72,Home Purchase,7,0.33
824,26-35,84008,50001-100000,PhD,Education,0.67,Wealth Building,18,0.26
825,46-55,36061,25001-50000,High School,Healthcare,0.29,Wealth Building,29,0.27
826,56-65,67336,50001-100000,Bachelor,Technology,0.25,Home Purchase,3,0.42
827,36-45,244559,100001-250000,Associate,Technology,0.55,Wealth Building,14,0.27
828,36-45,112998,100001-250000,Master,Technology,0.48,Education,16,0.55
829,26-35,7690,0-25000,High School,Retail,0.45,Education,18,0.64
830,26-35,68553,50001-100000,Associate,Government,0.42,Wealth Building,25,0.56
831,18-25,12068,0-25000,Bachelor,Construction,0.68,Wealth Building,26,0.75
832,56-65,647243,250001-1000000,High School,Finance,0.51,Home Purchase,9,0.31
833,46-55,113483,100001-250000,Master,Finance,0.37,Home Purchase,8,0.1
834,36-45,39937,25001-50000,PhD,Retail,0.12,Education,10,0.47
835,46-55,40865,25001-50000,Bachelor,Education,0.49,Retirement,13,0.57
836,46-55,59054,50001-100000,Bachelor,Finance,0.24,Home Purchase,10,0.55
837,18-25,219032,100001-250000,Associate,Technology,0.76,Wealth Building,14,0.12
838,56-65,37718,25001-50000,Associate,Education,0.38,Retirement,14,0.48
839,46-55,54834,50001-100000,Associate,Education,0.35,Wealth Building,19,0.62
840,46-55,97429,50001-100000,Master,Construction,0.45,Home Purchase,8,0.37
841,26-35,56351,50001-100000,Bachelor,Technology,0.51,Home Purchase,7,0.33
842,18-25,4692,0-25000,Bachelor,Construction,0.62,Retirement,40,0.36
843,36-45,8973,0-25000,High School,Finance,0.55,Home Purchase,6,0.55
844,66+,16669,0-25000,High School,Construction,0.51,Wealth Building,5,0.48
845,56-65,34236,25001-50000,Bachelor,Retail,0.37,Retirement,6,0.42
846,66+,4483,0-25000,Associate,Healthcare,0.22,Wealth Building,6,0.41
847,56-65,20664,0-25000,Associate,Healthcare,0.42,Retirement,15,0.73
848,18-25,907757,250001-1000000,Associate,Healthcare,0.51,Wealth Building,25,0.23
849,56-65,235347,100001-250000,Master,Technology,0.13,Retirement,5,0.32
850,26-35,44134,25001-50000,Associate,Education,0.56,Home Purchase,8,0.47
851,66+,24738,0-25000,High School,Retail,0.14,Retirement,4,0.43
852,66+,15851,0-25000,Bachelor,Retail,0.32,Retirement,9,0.41
853,36-45,39482,25001-50000,Associate,Technology,0.42,Home Purchase,7,0.43
854,36-45,240513,100001-250000,Master,Entertainment,0.52,Home Purchase,3,0.44
855,46-55,73115,50001-100000,Bachelor,Retail,0.41,Retirement,18,0.3
856,66+,5288,0-25000,High School,Education,0.2,Retirement,3,0.19
857,56-65,8927,0-25000,Bachelor,Manufacturing,0.18,Wealth Building,6,0.28
858,36-45,98015,50001-100000,High School,Government,0.47,Wealth Building,22,0.2
859,36-45,35608,25001-50000,Bachelor,Finance,0.42,Income Generation,28,0.44
860,46-55,13314,0-25000,High School,Construction,0.36,Retirement,16,0.6
861,36-45,51632,50001-100000,Associate,Finance,0.49,Education,6,0.27
862,46-55,228402,100001-250000,Associate,Healthcare,0.59,Wealth Building,17,0.13
863,36-45,49266,25001-50000,Associate,Finance,0.45,Retirement,23,0.62
864,26-35,46366,25001-50000,Bachelor,Education,0.54,Wealth Building,13,0.43
865,18-25,446,0-25000,Associate,Finance,0.3,Retirement,42,0.48
866,56-65,9641,0-25000,Bachelor,Manufacturing,0.1,Home Purchase,5,0.33
867,46-55,197322,100001-250000,Bachelor,Healthcare,0.8,Retirement,17,0.13
868,66+,2197,0-25000,High School,Government,0.16,Home Purchase,3,0.58
869,46-55,20851,0-25000,High School,Retail,0.5,Wealth Building,23,0.53
870,56-65,76429,50001-100000,Bachelor,Manufacturing,0.17,Retirement,9,0.21
871,46-55,17115,0-25000,Associate,Manufacturing,0.53,Retirement,20,0.63
872,66+,7596,0-25000,High School,Entertainment,0.14,Wealth Building,10,0.46
873,26-35,49904,25001-50000,Bachelor,Finance,0.43,Education,10,0.52
874,66+,143547,100001-250000,Master,Finance,0.53,Home Purchase,4,0.38
875,56-65,25829,25001-50000,Master,Government,0.28,Home Purchase,9,0.1
876,46-55,1821397,1000001-5000000,Master,Technology,0.41,Education,13,0.53
877,56-65,9009,0-25000,High School,Agriculture,0.37,Retirement,5,0.5
878,56-65,243023,100001-250000,High School,Technology,0.47,Wealth Building,7,0.17
879,18-25,70594,50001-100000,Bachelor,Agriculture,0.35,Retirement,37,0.65
880,18-25,791423,250001-1000000,Master,Healthcare,0.64,Retirement,37,0.36
881,46-55,34029,25001-50000,Bachelor,Education,0.61,Income Generation,19,0.36
882,56-65,43618,25001-50000,High School,Construction,0.23,Education,5,0.77
883,36-45,12272,0-25000,Bachelor,Construction,0.26,Income Generation,16,0.74
884,46-55,37430,25001-50000,Associate,Technology,0.32,Retirement,12,0.43
885,36-45,36915,25001-50000,Bachelor,Education,0.64,Retirement,21,0.24
886,36-45,2819714,1000001-5000000,Master,Education,0.26,Home Purchase,4,0.25
887,18-25,8547,0-25000,High School,Retail,0.41,Home Purchase,9,0.9
888,46-55,28428,25001-50000,Master,Technology,0.37,Home Purchase,5,0.6
889,46-55,31101,25001-50000,Bachelor,Manufacturing,0.47,Wealth Building,25,0.57
890,36-45,36072,25001-50000,Bachelor,Technology,0.58,Income Generation,26,0.27
891,36-45,18923,0-25000,High School,Retail,0.47,Education,6,0.29
892,46-55,220249,100001-250000,Master,Finance,0.34,Education,8,0.51
893,46-55,60102,50001-100000,Master,Finance,0.4,Home Purchase,6,0.69
894,46-55,125120,100001-250000,Bachelor,Entertainment,0.38,Retirement,19,0.32
895,66+,49263,25001-50000,High School,Entertainment,0.16,Education,18,0.42
896,18-25,16382,0-25000,High School,Retail,0.38,Education,9,0.34
897,18-25,13819,0-25000,High School,Retail,0.35,Wealth Building,22,0.39
898,18-25,39900,25001-50000,Bachelor,Retail,0.52,Education,6,0.58
899,46-55,37217,25001-50000,Bachelor,Government,0.24,Wealth Building,12,0.31
900,36-45,868821,250001-1000000,Master,Finance,0.67,Home Purchase,4,0.48
901,56-65,19638,0-25000,High School,Manufacturing,0.1,Home Purchase,7,0.46
902,18-25,45840,25001-50000,High School,Retail,0.53,Retirement,36,0.34
903,36-45,34002,25001-50000,Bachelor,Manufacturing,0.46,Education,7,0.55
904,46-55,126509,100001-250000,PhD,Technology,0.42,Income Generation,18,0.57
905,66+,14202,0-25000,Associate,Retail,0.31,Wealth Building,5,0.44
906,36-45,214543,100001-250000,Master,Technology,0.48,Education,15,0.1
907,26-35,68008,50001-100000,Bachelor,Agriculture,0.44,Retirement,28,0.24
908,46-55,80189,50001-100000,Bachelor,Finance,0.1,Retirement,15,0.33
909,36-45,49333,25001-50000,Bachelor,Healthcare,0.39,Wealth Building,28,0.47
910,26-35,17353,0-25000,High School,Manufacturing,0.5,Home Purchase,8,0.53
911,46-55,174420,100001-250000,Master,Technology,0.61,Retirement,13,0.25
912,46-55,205151,100001-250000,Bachelor,Technology,0.56,Wealth Building,30,0.25
913,36-45,38238,25001-50000,Bachelor,Government,0.27,Retirement,15,0.46
914,46-55,30645,25001-50000,High School,Manufacturing,0.33,Retirement,19,0.27
915,46-55,27639,25001-50000,Bachelor,Construction,0.33,Home Purchase,4,0.57
916,56-65,41756,25001-50000,Master,Healthcare,0.1,Retirement,10,0.42
917,46-55,32927,25001-50000,PhD,Education,0.15,Education,8,0.19
918,56-65,1059,0-25000,High School,Retail,0.29,Wealth Building,9,0.71
919,46-55,89779,50001-100000,Bachelor,Technology,0.39,Retirement,10,0.28
920,36-45,46288,25001-50000,Bachelor,Technology,0.54,Wealth Building,21,0.42
921,36-45,756034,250001-1000000,Associate,Finance,0.47,Retirement,22,0.22
922,46-55,9020,0-25000,Associate,Healthcare,0.29,Education,16,0.26
923,46-55,39414,25001-50000,Associate,Government,0.13,Wealth Building,18,0.49
924,18-25,9927,0-25000,High School,Manufacturing,0.52,Home Purchase,5,0.54
925,56-65,37386,25001-50000,Bachelor,Healthcare,0.34,Wealth Building,5,0.5
926,18-25,6764,0-25000,High School,Government,0.71,Education,14,0.65
927,26-35,6636,0-25000,High School,Retail,0.69,Retirement,33,0.24
928,66+,8390,0-25000,High School,Construction,0.37,Wealth Building,7,0.51
929,66+,2086,0-25000,High School,Manufacturing,0.15,Wealth Building,12,0.48
930,56-65,183587,100001-250000,Associate,Healthcare,0.33,Retirement,8,0.39
931,66+,14082,0-25000,High School,Construction,0.34,Wealth Building,14,0.39
932,18-25,20680,0-25000,Associate,Retail,0.68,Wealth Building,17,0.37
933,36-45,45511,25001-50000,PhD,Construction,0.45,Income Generation,25,0.45
934,26-35,179860,100001-250000,PhD,Healthcare,0.81,Retirement,28,0.2
935,36-45,42381,25001-50000,Bachelor,Construction,0.21,Education,17,0.42
936,18-25,21711,0-25000,Master,Agriculture,0.72,Wealth Building,18,0.41
937,46-55,568367,250001-1000000,Bachelor,Finance,0.56,Education,11,0.23
938,66+,14971,0-25000,High School,Government,0.1,Retirement,3,0.28
939,46-55,43350,25001-50000,Bachelor,Manufacturing,0.37,Retirement,15,0.9
940,46-55,941451,250001-1000000,PhD,Finance,0.48,Retirement,14,0.32
941,18-25,15461,0-25000,Associate,Manufacturing,0.63,Retirement,44,0.44
942,26-35,8035,0-25000,Associate,Retail,0.54,Wealth Building,14,0.58
943,66+,182304,100001-250000,Bachelor,Education,0.4,Education,12,0.31
944,36-45,2086434,1000001-5000000,Master,Technology,0.35,Education,17,0.1
945,46-55,787146,250001-1000000,Master,Agriculture,0.35,Retirement,20,0.1
946,66+,5184,0-25000,Bachelor,Healthcare,0.55,Income Generation,6,0.62
947,66+,14787,0-25000,PhD,Finance,0.24,Home Purchase,9,0.67
948,66+,20437,0-25000,High School,Education,0.22,Retirement,8,0.52
949,66+,18823,0-25000,Bachelor,Government,0.29,Retirement,5,0.28
950,56-65,291370,250001-1000000,Master,Entertainment,0.33,Retirement,8,0.21
951,66+,7118,0-25000,High School,Construction,0.23,Wealth Building,14,0.59
952,56-65,18949,0-25000,High School,Government,0.11,Home Purchase,9,0.62
953,66+,3669,0-25000,High School,Manufacturing,0.1,Retirement,7,0.65
954,36-45,178826,100001-250000,Master,Finance,0.49,Home Purchase,3,0.38
955,36-45,69208,50001-100000,Bachelor,Healthcare,0.55,Wealth Building,13,0.27
956,46-55,33690,25001-50000,High School,Technology,0.14,Wealth Building,14,0.37
957,26-35,30183,25001-50000,Associate,Healthcare,0.45,Income Generation,24,0.46
958,18-25,91737,50001-100000,Bachelor,Entertainment,0.46,Home Purchase,4,0.38
959,26-35,151456,100001-250000,Master,Manufacturing,0.26,Wealth Building,22,0.2
960,18-25,8213,0-25000,Associate,Manufacturing,0.52,Wealth Building,14,0.43
961,66+,24130,0-25000,High School,Construction,0.22,Retirement,3,0.59
962,36-45,43747,25001-50000,Master,Healthcare,0.43,Education,15,0.1
963,66+,15969,0-25000,High School,Healthcare,0.1,Education,13,0.38
964,26-35,28642,25001-50000,Bachelor,Technology,0.42,Home Purchase,5,0.1
965,26-35,1817378,1000001-5000000,Master,Education,0.26,Home Purchase,3,0.37
966,18-25,17395,0-25000,High School,Retail,0.75,Retirement,43,0.63
967,36-45,670346,250001-1000000,PhD,Construction,0.7,Retirement,15,0.35
968,66+,88928,50001-100000,High School,Education,0.64,Income Generation,8,0.37
969,26-35,44380,25001-50000,Master,Technology,0.66,Wealth Building,13,0.59
970,36-45,63490,50001-100000,Bachelor,Government,0.4,Home Purchase,6,0.46
971,56-65,24343,0-25000,High School,Construction,0.53,Wealth Building,5,0.22
972,36-45,15287,0-25000,High School,Government,0.58,Retirement,16,0.5
973,46-55,26857,25001-50000,Master,Healthcare,0.48,Retirement,15,0.32
974,18-25,1348519,1000001-5000000,Master,Healthcare,0.64,Education,6,0.24
975,36-45,89756,50001-100000,Master,Finance,0.53,Wealth Building,13,0.42
976,46-55,194556,100001-250000,Master,Finance,0.72,Retirement,17,0.56
977,56-65,38065,25001-50000,Bachelor,Government,0.38,Home Purchase,8,0.74
978,46-55,166458,100001-250000,Master,Healthcare,0.6,Wealth Building,20,0.1
979,56-65,17933,0-25000,Associate,Government,0.4,Home Purchase,8,0.42
980,36-45,159657,100001-250000,Bachelor,Government,0.29,Home Purchase,5,0.43
981,46-55,227256,100001-250000,Master,Government,0.38,Home Purchase,7,0.49
982,18-25,47795,25001-50000,High School,Retail,0.62,Education,11,0.3
983,46-55,177048,100001-250000,PhD,Healthcare,0.36,Income Generation,10,0.34
984,56-65,2029080,1000001-5000000,Bachelor,Manufacturing,0.27,Income Generation,14,0.24
985,26-35,87231,50001-100000,Associate,Education,0.43,Income Generation,22,0.62
986,56-65,4369814,1000001-5000000,Bachelor,Healthcare,0.55,Home Purchase,5,0.1
987,46-55,85277,50001-100000,High School,Construction,0.39,Wealth Building,17,0.6
988,56-65,86312,50001-100000,Associate,Healthcare,0.5,Education,11,0.18
989,36-45,72781,50001-100000,Bachelor,Technology,0.38,Wealth Building,10,0.51
990,66+,58740,50001-100000,Associate,Education,0.32,Education,17,0.2
991,56-65,70609,50001-100000,PhD,Technology,0.53,Wealth Building,6,0.46
992,26-35,98009,50001-100000,PhD,Government,0.61,Retirement,34,0.56
993,56-65,199954,100001-250000,Associate,Healthcare,0.2,Wealth Building,9,0.35
994,36-45,32427,25001-50000,Bachelor,Technology,0.42,Retirement,15,0.41
995,18-25,804824,250001-1000000,Bachelor,Healthcare,0.77,Education,7,0.1
996,66+,7155,0-25000,High School,Retail,0.11,Retirement,5,0.51
997,18-25,45385,25001-50000,Bachelor,Agriculture,0.47,Education,14,0.5
998,26-35,44776,25001-50000,Bachelor,Finance,0.45,Wealth Building,24,0.3
999,18-25,16081,0-25000,High School,Manufacturing,0.83,Retirement,36,0.56
1000,46-55,43845,25001-50000,Bachelor,Government,0.44,Retirement,14,0.65
