profile_id,age_numeric,income,education_numeric,job_sector_numeric,risk_tolerance,investment_goal_numeric,investment_horizon,liquidity_needs,interest_rate,inflation_rate,gdp_growth_rate,unemployment_rate
470,3,40215,0,4,0.27,2,9,0.67,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
471,3,87699,2,0,0.8,0,17,0.45,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
472,4,18310,1,6,0.17,2,10,0.75,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
473,4,154997,3,1,0.59,1,6,0.29,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
474,2,29021,2,6,0.62,1,8,0.64,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
475,1,5859,3,1,0.29,2,3,0.51,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
476,3,39545,0,1,0.55,1,10,0.64,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
477,3,46819,3,3,0.34,3,15,0.55,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
478,3,34442,0,2,0.35,4,27,0.73,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
479,1,60059,0,9,0.52,1,13,0.56,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
480,3,1620524,3,0,0.41,0,15,0.27,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
481,2,69370,1,8,0.23,4,24,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
482,1,26314,2,2,0.33,1,10,0.48,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
483,2,541428,1,4,0.68,2,3,0.46,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
484,1,14012,0,4,0.56,4,24,0.22,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
485,4,2777682,2,4,0.43,1,10,0.32,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
486,2,33957,2,5,0.51,0,19,0.46,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
487,3,179670,3,0,0.52,1,18,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
488,2,68854,2,5,0.38,0,24,0.55,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
489,3,66903,2,5,0.2,2,5,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
490,1,47718,1,1,0.24,1,9,0.57,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
491,1,45580,0,6,0.55,3,19,0.26,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
492,3,42512,3,0,0.4,2,5,0.33,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
493,5,6174,1,5,0.44,3,11,0.49,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
494,3,104556,2,1,0.53,1,5,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
495,0,22748,0,1,0.73,0,41,0.66,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
496,5,3896,0,4,0.1,2,5,0.55,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
497,5,24451,2,4,0.1,3,8,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
498,3,103666,3,7,0.1,0,13,0.33,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
499,5,22070,0,4,0.21,0,8,0.62,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
500,2,10751,0,5,0.59,3,17,0.52,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
501,4,149489,4,4,0.57,0,12,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
502,0,47169,0,3,0.54,4,15,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
503,2,1514902,2,1,0.79,2,9,0.14,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
504,3,758070,1,1,0.24,0,10,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
505,2,60010,2,6,0.54,2,6,0.29,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
506,2,42775,3,3,0.24,1,18,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
507,4,18240,1,8,0.16,1,12,0.66,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
508,3,43147,2,3,0.57,1,14,0.4,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
509,1,12006,1,0,0.61,0,30,0.48,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
510,4,7688,1,8,0.15,1,13,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
511,3,248911,2,0,0.41,1,11,0.3,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
512,3,47639,1,3,0.48,2,9,0.24,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
513,4,1315920,3,0,0.38,3,6,0.38,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
514,0,67916,3,3,0.2,3,19,0.4,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
515,1,70536,2,4,0.45,0,35,0.78,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
516,3,63957,3,8,0.25,3,23,0.26,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
517,1,32877,2,2,0.46,3,12,0.67,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
518,4,9405,0,5,0.27,0,9,0.48,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
519,4,46199,1,1,0.2,2,10,0.6,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
520,5,2083,0,4,0.29,4,7,0.34,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
521,2,28954,3,8,0.6,3,17,0.56,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
522,3,44148,3,5,0.54,0,14,0.43,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
523,2,82137,2,0,0.48,0,17,0.28,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
524,3,105525,4,0,0.75,0,14,0.37,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
525,5,630482,3,2,0.23,0,7,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
526,5,142003,3,6,0.45,0,10,0.34,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
527,4,210721,3,4,0.48,1,16,0.66,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
528,3,25897,2,1,0.35,0,20,0.33,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
529,3,8179,3,7,0.61,1,18,0.58,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
530,3,71469,1,3,0.74,4,16,0.1,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
531,2,20250,0,1,0.19,2,4,0.41,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
532,2,529134,3,0,0.73,4,19,0.37,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
533,0,4782,3,3,0.51,2,10,0.3,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
534,4,204217,3,2,0.46,0,5,0.29,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
535,5,885830,4,2,0.19,1,15,0.34,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
536,2,16506,0,5,0.38,1,12,0.62,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
537,2,10256,0,6,0.36,2,10,0.29,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
538,0,41218,1,5,0.52,3,14,0.57,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
539,5,16670,1,5,0.13,0,3,0.34,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
540,4,361223,2,0,0.64,2,3,0.25,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
541,2,79695,2,5,0.73,0,25,0.12,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
542,5,85859,1,2,0.4,3,9,0.27,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
543,5,181292,3,1,0.17,0,9,0.34,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
544,2,49789,1,1,0.46,2,6,0.58,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
545,3,802892,3,0,0.27,2,5,0.37,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
546,1,14015,0,1,0.43,3,28,0.62,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
547,0,82994,2,3,0.35,3,20,0.44,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
548,4,90883,1,8,0.44,0,9,0.41,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
549,4,5627,0,5,0.46,3,9,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
550,4,75887,0,0,0.4,0,15,0.28,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
551,2,241187,2,1,0.46,0,22,0.58,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
552,2,163604,3,4,0.6,4,25,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
553,0,69057,1,3,0.47,0,40,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
554,1,81021,2,4,0.48,0,32,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
555,1,22445,1,7,0.51,0,31,0.76,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
556,3,80955,3,4,0.19,3,14,0.3,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
557,4,38631,2,1,0.29,3,7,0.4,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
558,2,7343,4,6,0.74,2,4,0.47,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
559,5,129080,3,2,0.36,0,6,0.25,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
560,4,49005,1,2,0.42,0,5,0.11,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
561,1,41549,1,5,0.42,0,31,0.54,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
562,4,38413,4,3,0.29,3,13,0.65,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
563,0,87655,2,5,0.64,0,45,0.81,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
564,4,70559,0,1,0.42,3,12,0.73,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
565,3,90514,2,7,0.53,0,11,0.22,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
566,4,98501,2,3,0.2,1,17,0.44,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
567,3,241541,2,3,0.33,1,17,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
568,0,24145,0,3,0.65,3,30,0.77,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
569,1,9804,1,6,0.62,2,4,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
570,3,194705,1,1,0.39,1,12,0.27,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
571,3,76395,2,2,0.28,1,16,0.62,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
572,2,4455318,3,1,0.17,2,4,0.34,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
573,5,5139,0,9,0.29,0,7,0.4,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
574,4,137262,2,7,0.3,0,5,0.2,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
575,3,209465,2,1,0.35,3,29,0.24,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
576,2,99918,2,7,0.23,3,23,0.11,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
577,5,26502,3,5,0.58,3,14,0.6,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
578,1,46141,2,1,0.56,0,33,0.3,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
579,4,131532,3,7,0.31,3,14,0.28,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
580,3,76333,2,8,0.35,0,15,0.37,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
581,2,3272387,1,0,0.34,1,5,0.29,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
582,1,1916,0,1,0.59,4,13,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
583,2,65499,2,2,0.44,2,6,0.43,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
584,4,18176,0,5,0.21,2,8,0.51,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
585,5,13885,1,0,0.35,0,10,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
586,4,73031,1,6,0.28,2,7,0.71,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
587,3,4683771,3,7,0.32,1,17,0.32,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
588,2,71079,2,4,0.39,3,23,0.45,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
589,2,37871,2,4,0.7,3,21,0.64,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
590,1,75347,2,5,0.27,4,24,0.61,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
591,0,62551,2,2,0.63,2,3,0.47,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
592,1,20920,2,5,0.47,3,28,0.61,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
593,0,19272,0,4,0.52,2,6,0.59,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
594,5,100513,3,7,0.15,2,3,0.48,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
595,3,13764,0,4,0.1,3,17,0.71,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
596,0,8191,0,1,0.53,1,14,0.62,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
597,4,36168,3,3,0.27,2,4,0.53,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
598,5,1988,0,8,0.48,0,3,0.36,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
599,0,22202,0,7,0.43,1,17,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
600,2,126550,4,3,0.47,0,15,0.38,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
601,5,150755,1,2,0.24,2,6,0.12,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
602,3,46356,1,7,0.46,1,9,0.52,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
603,5,16616,1,1,0.31,0,10,0.54,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
604,3,71998,2,1,0.35,0,10,0.52,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
605,1,31985,2,9,0.32,0,25,0.41,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
606,0,3774,0,5,0.67,4,16,0.41,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
607,2,145688,3,0,0.55,3,13,0.3,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
608,4,37113,2,8,0.21,1,11,0.28,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
609,2,185900,3,0,0.28,2,6,0.62,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
610,2,117007,2,6,0.57,2,8,0.47,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
611,2,41214,2,4,0.65,0,22,0.6,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
612,3,37357,3,2,0.41,0,18,0.36,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
613,2,45354,2,3,0.37,0,17,0.43,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
614,1,2700,1,5,0.31,0,26,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
615,2,47122,1,6,0.49,3,14,0.41,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
616,0,92947,2,9,0.3,0,43,0.45,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
617,2,40120,0,6,0.1,1,12,0.26,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
618,4,46590,1,3,0.41,3,13,0.33,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
619,4,52111,1,9,0.23,2,9,0.34,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
620,1,3559,3,5,0.42,3,15,0.5,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
621,1,12644,0,5,0.46,3,23,0.34,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
622,5,75494,3,0,0.18,3,12,0.19,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
623,2,31652,2,1,0.25,3,26,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
624,3,40162,2,1,0.57,3,19,0.29,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
625,2,208804,4,2,0.37,0,16,0.1,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
626,1,5175,1,4,0.53,2,4,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
627,0,16582,0,5,0.58,1,18,0.28,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
628,4,21964,0,1,0.32,4,7,0.49,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
629,4,591,0,1,0.37,3,5,0.55,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
630,3,32100,3,3,0.38,2,4,0.41,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
631,0,152,0,3,0.76,0,45,0.4,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
632,4,28529,1,4,0.82,1,6,0.37,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
633,2,25492,1,2,0.42,3,30,0.48,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
634,2,207767,3,8,0.26,4,28,0.51,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
635,1,3909676,2,3,0.6,0,32,0.17,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
636,4,19250,0,0,0.38,0,8,0.53,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
637,1,34720,1,4,0.23,4,24,0.54,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
638,5,21089,0,6,0.13,3,8,0.63,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
639,0,17672,2,9,0.78,0,43,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
640,0,16110,0,5,0.38,0,43,0.43,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
641,1,70413,1,3,0.53,2,6,0.13,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
642,1,11782,0,5,0.46,3,25,0.3,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
643,3,178704,2,2,0.3,2,10,0.34,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
644,5,420,1,4,0.22,1,11,0.49,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
645,4,76791,4,0,0.65,1,15,0.56,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
646,3,77790,1,0,0.61,3,30,0.17,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
647,2,404526,3,7,0.69,4,22,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
648,2,47671,4,5,0.41,1,6,0.61,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
649,1,29677,1,5,0.31,0,33,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
650,2,30781,2,1,0.37,0,17,0.55,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
651,3,4655821,3,2,0.58,0,11,0.16,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
652,2,81320,2,0,0.66,0,23,0.52,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
653,1,49949,2,6,0.53,3,20,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
654,4,35822,0,7,0.16,4,5,0.65,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
655,5,22913,0,5,0.62,2,6,0.67,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
656,5,52999,2,5,0.17,3,6,0.62,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
657,4,95843,2,1,0.26,2,3,0.24,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
658,1,40297,2,0,0.54,0,26,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
659,5,10698,1,3,0.14,3,6,0.57,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
660,4,187242,4,3,0.46,1,15,0.43,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
661,2,161176,1,0,0.3,3,22,0.11,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
662,2,211071,2,2,0.63,2,4,0.29,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
663,4,29742,1,1,0.38,0,5,0.49,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
664,2,1517846,3,2,0.56,0,15,0.44,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
665,4,155211,4,0,0.47,3,7,0.22,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
666,3,4178084,1,2,0.56,0,19,0.41,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
667,1,87825,2,1,0.39,3,30,0.46,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
668,3,1619103,4,2,0.4,4,13,0.3,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
669,1,7892,0,5,0.12,3,12,0.55,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
670,0,74073,0,0,0.9,0,44,0.64,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
671,3,56197,1,3,0.46,2,8,0.49,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
672,3,105177,3,3,0.44,3,27,0.61,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
673,0,24673,1,1,0.82,0,40,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
674,0,5282,0,6,0.55,0,39,0.57,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
675,2,95555,3,9,0.52,3,11,0.32,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
676,5,7052,1,3,0.22,2,7,0.32,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
677,0,14944,0,5,0.61,0,45,0.56,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
678,3,46539,2,1,0.51,3,22,0.23,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
679,0,20977,2,6,0.46,4,17,0.47,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
680,3,434268,4,2,0.54,1,18,0.22,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
681,0,1571,2,4,0.37,4,27,0.61,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
682,1,44409,0,3,0.37,1,5,0.75,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
683,3,33163,2,3,0.36,2,7,0.69,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
684,2,64993,3,8,0.43,0,16,0.54,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
685,5,25351,2,3,0.4,2,4,0.39,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
686,4,257645,3,2,0.14,4,13,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
687,3,30523,3,3,0.32,3,26,0.41,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
688,2,30587,0,8,0.28,3,13,0.35,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
689,4,73,1,3,0.52,0,14,0.26,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
690,0,3511,2,3,0.48,2,5,0.24,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
691,1,21516,0,4,0.13,2,4,0.48,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
692,2,50381,3,1,0.36,4,15,0.21,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
693,3,47340,1,6,0.57,4,22,0.54,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
694,3,25448,1,5,0.48,0,11,0.54,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
695,0,16752,0,1,0.3,3,23,0.24,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
696,3,231684,2,5,0.46,0,10,0.28,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
697,4,578,0,1,0.27,2,6,0.42,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
698,0,46099,0,2,0.58,0,44,0.32,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
699,2,631243,1,2,0.68,0,20,0.45,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
700,3,65615,1,2,0.46,2,6,0.26,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
701,4,17910,0,5,0.44,0,8,0.43,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
702,5,246892,4,1,0.15,4,13,0.44,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
703,1,4224,3,1,0.64,2,4,0.15,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
704,2,37788,1,1,0.31,3,26,0.41,0.030561140863660397,0.01961390792506721,0.024558716841298404,0.04940366256250486
